AgencyName,ChannelName,ChannelNameCode,ChannelReportedName,ChannelReportedNameCode,CodedOrg,CompletionDate,DonorCode,DonorName,FlowName,LongDescription,PurposeCode,RecipientName,SectorName,ShortDescription,USD_Disbursement,Year
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-16,302,United States,ODA Grants,UNICEF base Macro Award,72050,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD,2270340.0,2017
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,01-Jan-14,302,United States,ODA Grants,UNICEF Base Macro Award,72010,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD - ASSISTANCE AND RECOVERY,1183710.0,2014
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY,1180670.0,2017
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-15,302,United States,ODA Grants,UNICEF Base Macro Award 2015,72050,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD 2015 - PROTECTION AND SOLUTIONS,980837.0,2016
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-15,302,United States,ODA Grants,UNICEF Base Macro Award,72050,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD 2014 - PROTECTION AND SOLUTIONS,931996.0,2015
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-17,302,United States,ODA Grants,USAID Title II Emergency Program for Nutrition through United Nations Children's Fund.,72040,Yemen,VIII.1. Emergency Response,OCEAN FREIGHT OF USAID TITLE II EMERGENCY PROGRAM FOR NUTRITION,217350.0,2017
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,01-Jan-14,302,United States,ODA Grants,UNICEF Base Macro Award,72050,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD - PROTECTION AND SOLUTIONS,168000.0,2014
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,01-Jan-13,302,United States,ODA Grants,Sudan Infrastructure Services Project Task Order #4 Urban WASH Program,72010,Yemen,VIII.1. Emergency Response,SUDAN INFRASTRUCTURE SERVICES PROJECT TASK ORDER #4 URBAN WASH PROGRAM - ASSISTANCE AND RECOVERY,100450.0,2014
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-15,302,United States,ODA Grants,UNICEF Base Macro Award 2015,72050,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD 2015 - PROTECTION AND SOLUTIONS,19163.0,2015
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-15,302,United States,ODA Grants,UNICEF Base Macro Award 2015,72010,Yemen,VIII.1. Emergency Response,UNICEF BASE MACRO AWARD 2015 - ASSISTANCE AND RECOVERY,0.0,2015
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - ASSISTANCE AND RECOVERY,0.0,2015
Agency for International Development,United Nations Children's Fund,80,United Nations Children's Fund,80,80,31-Dec-17,302,United States,ODA Grants,The provision of effective protection assistance and durable solutions for refugees internally displaced persons (IDPs) and other victims of conflict and disasters.,72040,Yemen,VIII.1. Emergency Response,PROTECTION ASSISTANCE AND SOLUTIONS,0.0,2017
Directorate General for Co-operation and Development,United Nations Office of the United Nations High Commissioner for Refugees,78,UN Office of the High Commissioner for Refugees UNHCR_HCR - UNHCR - PRT,78,78,#NULL!,2,Belgium,ODA Grants,Jemen : De chronische kwetsbaarheid van Jemen is v,72010,Yemen,VIII.1. Emergency Response,CONTRIBUTION TO UNHCR EFFORTS RELATED TO FAMINE IN,1127270.0,2017
UNPBF,United Nations Office of the United Nations High Commissioner for Refugees,78,UNHCR,78,78,15-Dec-15,923,UN Peacebuilding Fund,ODA Grants,Youth Empower/Employ-W2,72010,Yemen,VIII.1. Emergency Response,LIVELIHOOD AND ECONOMIC RECOVERY: STRENGTHENING SOCIAL COHESION AND COMMUNITY RESILIENCE,0.0,2016
Global Affairs Canada,United Nations Office of the United Nations High Commissioner for Refugees,78,UNHCR - United Nations High Commissioner for Refugees,78,78,31-Dec-18,301,Canada,ODA Grants,March 2018 ? The United Nations High Commissioner for Refugees (UNHCR) provides international protection and assistance to the world's refugees stateless persons asylum seekers and in some instances internally-displaced persons. The UNHCR searches for lasting solutions to their situations.With the support of GAC and other donors the project provides assistance and protection to refugees internally-displaced persons and other persons of concern in 21 countries. Project activities include: (1) providing shelter clothing and other essential non-food items; (2) providing adequate water sanitation and health services including in reproductive health; (3) providing opportunities for education and livelihoods support; (4) providing protection including against sexual and gender-based violence child protection and working with governments to register asylum seekers and refugees and help issue identity documents; (5) working with governments to support refugee self-reliance and forge peaceful relations between refugees and local citizens; and (6) expanding opportunities for durable solutions for people of concern./Mars 2018 - Le Haut-Commissariat des Nations Unies pour les r?ugi? (HCR) offre une protection et une aide internationales aux r?ugi? du monde entier aux apatrides aux demandeurs d'asile et dans certains cas aux personnes d?lac?s ?l'int?ieur de leur propre pays. Le HCR cherche des solutions durables ?leur situation.Gr?e au soutien d'AMC et d'autres donateurs ce projet fournit de l'aide et des services de protection aux r?ugi? aux personnes d?lac?s ?l'int?ieur de leur propre pays et aux autres personnes prises en charge dans 21 pays. Les activit? du projet comprennent : 1) la fourniture d'abris de v?ements et d'autres articles non alimentaires essentiels; 2) la prestation de services ad?uats d'approvisionnement en eau d'assainissement et de soins de sant? 3) la prestation de possibilit? de suivre un enseignement ou d'avoir des moyens de subsistance; 4) la prestation d'une protection entre autres contre la violence sexuelle et sexiste la protection des enfants et la collaboration avec les gouvernements aux fins d'inscription des demandeurs d'asile et des r?ugi? et de la d?ivrance de pi?es d'identit? 5) la collaboration avec les gouvernements afin de favoriser l'autonomie des r?ugi? et nouer des relations pacifiques entre les r?ugi? et les citoyens locaux; 6) l'?argissement des possibilit? de solutions durables pour les personnes prises en charge.,72010,Yemen,VIII.1. Emergency Response,EMERGENCY ASSISTANCE ? COUNTRY-LEVEL FUNDING - UNHCR 2018/AIDE D'URGENCE ? FINANCEMENT VISANT DES PAYS EN PARTICULIER - HCR 2018,0.0,2017
Global Affairs Canada,United Nations Office of the United Nations High Commissioner for Refugees,78,UNHCR - United Nations High Commissioner for Refugees,78,78,31-Dec-18,301,Canada,ODA Grants,March 2018 ? The United Nations High Commissioner for Refugees (UNHCR) provides international protection and assistance to the world's refugees stateless persons asylum seekers and in some instances internally-displaced persons. The UNHCR searches for lasting solutions to their situations.With the support of GAC and other donors the project provides assistance and protection to refugees internally-displaced persons and other persons of concern in 21 countries. Project activities include: (1) providing shelter clothing and other essential non-food items; (2) providing adequate water sanitation and health services including in reproductive health; (3) providing opportunities for education and livelihoods support; (4) providing protection including against sexual and gender-based violence child protection and working with governments to register asylum seekers and refugees and help issue identity documents; (5) working with governments to support refugee self-reliance and forge peaceful relations between refugees and local citizens; and (6) expanding opportunities for durable solutions for people of concern./Mars 2018 - Le Haut-Commissariat des Nations Unies pour les r?ugi? (HCR) offre une protection et une aide internationales aux r?ugi? du monde entier aux apatrides aux demandeurs d'asile et dans certains cas aux personnes d?lac?s ?l'int?ieur de leur propre pays. Le HCR cherche des solutions durables ?leur situation.Gr?e au soutien d'AMC et d'autres donateurs ce projet fournit de l'aide et des services de protection aux r?ugi? aux personnes d?lac?s ?l'int?ieur de leur propre pays et aux autres personnes prises en charge dans 21 pays. Les activit? du projet comprennent : 1) la fourniture d'abris de v?ements et d'autres articles non alimentaires essentiels; 2) la prestation de services ad?uats d'approvisionnement en eau d'assainissement et de soins de sant? 3) la prestation de possibilit? de suivre un enseignement ou d'avoir des moyens de subsistance; 4) la prestation d'une protection entre autres contre la violence sexuelle et sexiste la protection des enfants et la collaboration avec les gouvernements aux fins d'inscription des demandeurs d'asile et des r?ugi? et de la d?ivrance de pi?es d'identit? 5) la collaboration avec les gouvernements afin de favoriser l'autonomie des r?ugi? et nouer des relations pacifiques entre les r?ugi? et les citoyens locaux; 6) l'?argissement des possibilit? de solutions durables pour les personnes prises en charge.,72050,Yemen,VIII.1. Emergency Response,EMERGENCY ASSISTANCE ? COUNTRY-LEVEL FUNDING - UNHCR 2018/AIDE D'URGENCE ? FINANCEMENT VISANT DES PAYS EN PARTICULIER - HCR 2018,0.0,2017
King Salman Humanitarian Aid and Relief Center,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,#NULL!,566,Saudi Arabia,ODA Grants,Providing shelter services food and non-food relief items to assist Yemeni IDPs as well as Yemeni refugees in neighboring countries,72010,Yemen,VIII.1. Emergency Response,CONTRIBUTING TO UNITED NATIONS FLASH APPEAL FOR YEMEN (APRIL 2015),31079200.0,2015
European Commission,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,01-Jul-24,918,EU Institutions,ODA Grants,Emergency Assistance for Refugees Asylum Seekers and IDPs in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,5307970.0,2016
European Commission,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,15-Oct-22,918,EU Institutions,ODA Grants,Life-saving protection and humanitarian assistance for asylum seekers refugees IDPs and returnees in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,4245720.0,2014
European Commission,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,15-Jul-23,918,EU Institutions,ODA Grants,Humanitarian assistance and protection to refugees asylum seekers IDPs and returning IDPs in Yemen,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,3649230.0,2016
European Commission,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,#NULL!,918,EU Institutions,ODA Grants,Emergency assistance for Refugees Asylum Seekers and IDPs in Yemen,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,3607260.0,2017
European Commission,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,15-Jul-23,918,EU Institutions,ODA Grants,Humanitarian assistance and protection to refugees asylum seekers IDPs and returning IDPs in Yemen,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,2440380.0,2015
European Commission,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,15-Oct-20,918,EU Institutions,ODA Grants,Humanitarian assistance and protection of refugees asylum seekers and internally displaced people in Yemen,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN AID AND FOOD ASSISTANCE,2372340.0,2014
Ministry of Foreign Affairs,United Nations Office of the United Nations High Commissioner for Refugees,78,United Nations Office of the United Nations High Commissioner for Refugees,78,78,31-Dec-18,18,Finland,ODA Grants,In Yemen in total 222 million people are in need of humanitarian assistance and protection and the Yemen situation is at present the largest humanitarian crisis. Conflict has displaced 2 million persons within the country. There are 960 000 IDP returnees. At the same time 280 692 refugees and asylum-seekers have arrived in Jemen mainly from the Horn of Africa. The humanitarian crisis has been exacerbated by conflict-induced famine and malnutrition. The UNHCR's appeal(1987 MUSD) covers protection and assistance to refugees IDPs and returnees.,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE; UNHCR; YEMEN,1690900.0,2017
